id,customer_id,age,income_fcfa,city,country,signup_date,last_purchase_date,gender,segment,product_category,quantity,unit_price_fcfa,total_amount_fcfa,payment_method,email,phone,is_member,latitude,longitude
44,20627,54,423074.0,Bamako,Senegal,2023-11-11,2023-05-25,F,Budget,Transport,5,39806,199030,Cash,user20627@outlook.com,+221575973620,no,17.18788384993225,-15.98774027535664
45,18792,47,776485.0,Saint-Louis,Senegal,2023-09-28,2023-01-17,F,Budget,Travel,3,6947,20841,MobileMoney,user18792companymail,+221851795602,yes,15.35601943596681,-18.51223266088252
46,83969,44,,Abidjan,Senegal,2022-05-06,2025-05-13,Unknown,Standard ,Equipment,3,48111,144333,MobileMoney,user83969@example.com,+221900366451,no,15.37905989652732,-17.33792225143722
47,53001,31,477799.0,Dakar,Mauritania,2025-02-15,2025-05-06,Unknown,Corporate,Transport,5,35729,178645,MobileMoney,user53001@gmail.com,+221859328656,0,12.338747909409777,-17.79510076157973
48,86552,30,491187.0,Thiès,Senegal,2022-09-22,2024-09-03,M,Standard,Equipment,2,39239,78478,BankTransfer,user86552@gmail.com,422170728,no,12.611828128352318,-19.174464771212747
49,33897,34,340582.0,Kaolack,Senegal,2024-03-01,2024-04-06,F,Standard,Transport,2,41485,82970,MobileMoney,,198504,0,16.582512793337838,-13.83248165068499
50,78148,57,365621.0,Ziguinchor,Senegal,2022-06-24,2025-09-27,F,Standard,Transport,5,58235,291175,MobileMoney,user78148@yahoo..com,+221563041730,yes,13.52171290903122,-21.6367758822534
51,33483,30,696682.0,Dakar,Mali,2024-12-09,2025-06-27,M,Standard,Equipment,4,28445,113780,MobileMoney,user33483@gmail.com,128812,no,13.7101762534003,-10.3173534845611
52,58555,38,405298.0,Nouakchott,Mali,2024-07-08,2024-04-16,Unknown,Standard,Travel,9,28755,258795,Card,user58555@outlook.com,+221 801192929,no,16.62790250210942,-14.767913372380573
53,27159,18,371609.0,Bamako,Senegal,2022-09-24,2023-03-03,female,Standard,Transport,2,24788,49576,MobileMoney,user27159@example.com,177718,1,12.600172909260944,-22.73392660410705
54,90077,5,,Kaolack,Mauritania,2023-12-27,2023-08-07,M,Standard,Transport,5,22161,110805,Cash,user90077@yahoo.com,467815851,1,15.238470265772515,-18.072498988472788
55,45920,62,765895.0,Nouakchott,Senegal,2024-03-08,2025-04-18,F,Standard	,Logistics,3,22382,37311,BankTransfer,user45920@outlook.com,00221246992893,0,14.785814652335382,-17.90563774771067
56,77121,24,,Saint-Louis,Senegal,2025-12-30,2023-12-30,M,Budget,Transport,3,12779,38337,MobileMoney,user77121@gmail.com,+221242439257,1,14.694628548273515,-16.22434011317366
57,79479,73,432391.0,Nouakchott,Cote dIvoire,2024-08-05,2024-08-14,female,Standard,Transport,4,40120,160480,Card,user79479@example.com,00221385424435,yes,13.663128736244992,-20.36813481221916
58,99475,37,521346.0,Kaolack,Senegal,2024-04-27,2024-01-11,M,Standard,Transport,5,58854,294270,MobileMoney,user99475@example.com,+221 066381026,1,13.540289637073343,-17.303923969895347
59,29457,18,902691.0,Dakar,Mauritania,2024-08-15,2023-03-23,FEMALE,Budget,Consulting,4,250000,1000000,Cash,user29457@outlook.com,+221524820407,0,12.543271672410269,-17.76335819436794
60,76557,30,389814.0,Abidjan,Mauritania,2025-07-21,2025-07-14,Unknown,Corporate,Transport,5,24772,123860,Card,user76557example,+221184630702,False,15.665330052082613,-19.612855087720316
61,87189,51,292526.0,Bamako,Mali,2022-05-25,2022-01-31,F,Corporate,Transport,6,31734,190404,Cash,,718331096,1,13.363701616966527,-20.030256694413694
62,88953,59,336511.0,Abidjan,Cote dIvoire,2025-09-20,2022-06-25,male,Standard,Equipment,6,49800,298800,MobileMoney,user88953@outlook.com,238508,1,16.637489242334503,-14.643586059892927
63,62995,44,846476.0,Nouakchott,Senegal,2024-11-10,2022-10-03,,Standard,Equipment,3,40188,120564,MobileMoney,user62995@gmail.com,+221767819472,no,14.250889916818693,-22.48974762012778
64,50757,54,,Abidjan,Mauritania,2022-09-26,2024-10-21,male,Standard,Logistics,6,36614,219684,BankTransfer,user50757@outlook.com,556277872,True,12.583099021157924,-15.966363191711844
65,19692,21,204587.0,Bamako,Senegal,2022-06-08,2024-12-10,M,VIP,Transport,4,31919,127676,Cash,user19692companymail,021759715,False,95.0,0.0
66,55758,27,233240.0,Abidjan,Cote dIvoire,2023-03-13,2022-07-04,F,Corporate,Consulting,6,49140,294840,MobileMoney,user55758@gmail.com,+221842170951,0,13.87828560172705,-18.055675015015247
67,82409,18,406657.0,Bamako,Mauritania,2023-02-18,2024-11-06,,Standard,Transport,4,22123,88492,MobileMoney,user82409@companymail.com,00221052527438,no,16.718206823456104,-17.24288148082501
68,81211,28,480978.0,Saint-Louis,Mauritania,2022-12-21,2022-06-17,female,Standard,Transport,7,40771,285397,Cash,user81211yahoo,377730,yes,13.961999621496934,-13.909515000907854
69,75697,44,721570.0,Abidjan,Cote dIvoire,2022-07-26,2023-12-04,female,Standard,Equipment,2,39139,78278,MobileMoney,user75697@yahoo.com,+221919288863,0,14.147579237599349,-19.51455453217217
70,47065,38,263636.0,Dakar,Senegal,2024-10-19,2024-09-25,,Standard,Transport,2,35520,71040,Cash,user47065@example.com,+221739917698,1,17.52309341098487,-19.20495728666737
71,42606,45,237789.0,Bamako,Mauritania,2023-05-24,2022-01-26,,Budget,Transport,5,44453,222265,Cash,,+221451193748,0,15.716534642926698,-18.886451043297924
72,21534,24,488872.0,Abidjan,Mali,2022-11-02,2023-07-23,,Standard,Transport,4,35405,141620,MobileMoney,user21534@yahoo.com,970838,yes,18.025412032006994,-13.904023202330155
73,50397,24,385371.0,Bamako,Mauritania,2025-04-18,2025-09-13,M,Standard,Transport,8,28586,228688,MobileMoney,user50397@companymail.com,+221282383265,1,17.21809000812781,-13.523118759345877
74,11016,37,784683.0,Bamako,Mali,2022-09-24,2022-12-16,male,Standard,Transport,3,36110,108330,Cash,user11016@yahoo.com,00221970355644,no,12.92567482327429,-21.587670703390856
75,99789,28,602847.0,Abidjan,Senegal,2022-12-20,2024-09-30,Unknown,Standard,Travel,1,15895,15895,Cash,user99789@yahoo.com,569908768,0,,-14.381277758065089
76,65591,51,627959.0,Saint-Louis,Senegal,2025-10-25,2022-08-28,Unknown,Standard,Transport,3,42353,127059,Card,user65591@companymail.com,365119,yes,17.750606584149182,-14.943275080958147
77,99812,27,422656.0,Abidjan,Mali,2022-12-13,2025-05-10,male,Standard,Transport,4,45419,181676,Card,user99812@yahoo.com,+221867920671,1,17.76562626464684,-12.739215568650515
78,33247,29,1849362.0,Dakar,Mauritania,2023-04-21,2025-11-03,,Standard,Transport,3,27121,81363,Card,user33247@gmail.com,398271204,no,16.676191967153375,-16.24467590362086
79,34300,40,272217.0,Dakar,Senegal,2023-10-07,2022-09-25,Unknown,Budget,Travel,4,24266,97064,Card,user34300@yahoo.com,+221098551685,yes,16.63504598981835,-17.53278036083573
80,84065,30,649195.0,Thiès,Mali,2025-09-25,2023-06-05,female,Corporate,Logistics,4,27563,110252,MobileMoney,user84065yahoo,+221 413005150,1,14.0946779126489,-13.964349940285022
81,92798,20,210068.0,Kaolack,Senegal,2024-04-28,2024-12-17,M,Corporate,Transport,2,34244,68488,Card,user92798@gmail.com,281755,yes,13.02523583130085,-15.303288625494702
82,19268,22,236315.0,Kaolack,Cote dIvoire,2025-09-04,2025-05-07,,Corporate,Travel,5,37591,187955,MobileMoney,user19268@yahoo.com,357346,1,13.995565362205086,-10.66530475755382
83,96807,41,312574.0,Abidjan,Senegal,2023-03-09,2024-02-02,M,Standard,Transport,5,54386,271930,MobileMoney,user96807@yahoo.com,+221 339304764,False,11.370421997134473,-14.523876465114515
84,22185,19,1196124.0,Saint-Louis,Senegal,2023-02-13,2022-04-26,F,Standard,Transport,5,52869,264345,Cash,user22185companymail,+221062347682,False,17.38559063084341,-16.939356070728252
85,73704,52,527202.0,Kaolack,Senegal,2025-12-19,2023-07-01,M,Standard,Transport,4,44979,179916,Cash,user73704@companymail.com,+221900901168,yes,14.133414081164576,-20.922313141128512
86,96779,27,315753.0,Dakar,Senegal,2022-03-12,2024-01-25,F,Corporate,Transport,0,36455,0,BankTransfer,user96779yahoo,+221312948728,0,17.28266145812992,-19.142751531582356
87,49099,42,563355.0,Saint-Louis,Senegal,2023-01-22,2023-11-06,male,NGO,Transport,3,23877,71631,Cash,user49099@yahoo.com,970335,no,12.2370008455568,-21.707864934084046
88,18571,27,,Bamako,Senegal,2022-07-10,2023-06-21,male,Corporate,Consulting,3,55156,165468,Cash,user18571@outlook.com,+221164955597,True,16.86524984200442,-18.045186108182588
89,48044,24,334978.0,Dakar,Cote dIvoire,2024-08-20,2025-04-17,female,VIP,Transport,1,32028,32028,Cash,user48044@companymail.com,00221397830206,0,13.71023868364136,-14.621797220301463
90,61214,38,194663.0,Thiès,Mauritania,2024-10-09,2022-04-15,Unknown,Corporate,Logistics,5,38376,191880,MobileMoney,user61214@gmail.com,00221301046274,yes,12.131261183381651,-17.411013265441547
91,71228,48,1066751.0,Dakar,Cote dIvoire,2022-01-28,2024-10-17,M,Standard  ,Transport,3,-5000,-15000,MobileMoney,,+221471178991,no,17.954236104319513,-14.334824193719781
92,58984,32,510371.0,Dakar,Senegal,2024-09-04,2022-04-26,M,VIP,Transport,5,35739,178695,Cheque,user58984@companymail.com,+221 139016001,no,16.914623338681547,-16.38727879968296
93,50774,34,1658204.0,Kaolack,Mauritania,2022-09-30,2024-10-06,,Standard,Transport,3,48813,146439,BankTransfer,user50774@yahoo.com,+221343385256,0,15.123584840371567,-18.60927686926203
94,12568,45,791113.0,Dakar,Senegal,2022-02-03,2023-03-26,M,VIP,Travel,8,40465,323720,Card,user12568@gmail.com,305742375,no,14.767875770269926,-17.137124534490106
95,72592,45,,Bamako,Mali,2025-01-18,2023-03-22,FEMALE,Standard,Transport,6,46864,281184,Card,user72592@companymail.com,489268399,1,15.579020037638236,-15.98370992683471
96,77563,35,346584.0,Abidjan,Mali,2025-06-24,2024-02-19,,Standard,Consulting,4,40368,161472,Card,user77563@outlook.com,801843,no,15.089257155834822,-16.98232980460915
97,12695,30,233234.0,Kaolack,Senegal,2022-06-24,2022-07-06,,Standard,Transport,2,34545,69090,Cash,user12695@companymail.com,122429515,False,13.115448091657058,-16.947947313444256
98,58190,36,394891.0,Nouakchott,Senegal,2024-09-04,2024-10-31,FEMALE,Standard,Transport,5,35890,179450,Cash,user58190@example.com,555464,False,13.875895460430156,-19.707150322760118
99,15258,33,229218.0,Saint-Louis,Senegal,2025-10-06,2023-04-01,M,Corporate,Transport,2,34253,68506,Cash,user15258@outlook.com,+221 821957131,no,18.621435664077406,-18.698928795726648
100,97538,39,664717.0,Kaolack,Senegal,2023-10-24,2023-04-29,F,Standard,Transport,3,19589,58767,Cash,user97538@example.com,+221891914460,0,20.044313485256026,-10.624617611536065
101,49504,21,1198516.0,Nouakchott,Cote dIvoire,2022-05-03,2023-05-03,female,Standard,Transport,3,22990,68970,Card,user49504@outlook.com,513956947,0,17.825337010461364,-13.71460052872937
102,43159,38,384791.0,Dakar,Senegal,2024-02-01,2022-01-16,F,Budget,Transport,5,900000,4500000,Card,user43159@outlook.com,355505046,True,0.0,0.0
103,23986,26,793094.0,,Cote dIvoire,2024-05-15,2024-06-19,,Corporate,Equipment,6,-12000,-37233,Cheque,user23986@yahoo.com,+221056545284,yes,14.02450193459613,-24.50090687251908
104,71858,46,297588.0,Dakar,Senegal,2025-02-24,2022-02-06,,VIP,Transport,3,30149,90447,MobileMoney,user71858@gmail.com,+221996202846,no,13.103628212206067,-17.17142273565383
105,22666,27,375316.0,Saint-Louis,Senegal,2025-12-01,2024-09-17,male,Standard,Logistics,3,22399,67197,Cheque,user22666@yahoo.com,+221026314415,no,13.235435179139595,-14.719581316722028
106,48660,27,275964.0,Dakar,Senegal,2024-05-10,2023-09-14,male,Standard,Transport,3,29507,88521,Card,user48660@example.com,00221028965088,no,13.593464682626479,-18.95982551226662
107,13561,40,125132.0,Bamako,Senegal,2022-03-01,2022-08-04,female,VIP,Logistics,4,33137,132548,MobileMoney,user13561@companymail.com,+221561977582,yes,19.002328082851538,-14.335023815406185
108,36854,35,440243.0,Bamako,Cote dIvoire,2024-04-12,2023-12-18,F,Standard,Logistics,5,30125,150625,Card,user36854@example.com,565247516,no,18.312564592765195,-17.221036304978746
109,74505,62,486053.0,Bamako,Senegal,2024-04-17,2024-02-04,F,Corporate,Transport,2,17860,35720,Cash,user74505@yahoo.com,00221301361516,1,16.192556779870788,-17.889183839180923
110,62251,18,853004.0,Saint-Louis,Senegal,2024-09-11,2025-10-10,,Standard,Transport,5,32774,218774,Cash,user62251gmail,834867,no,12.778773647174347,-15.131654471474453
111,32662,36,725246.0,Thiès,Mali,2025-12-15,2023-02-13,M,Budget,Equipment,6,23493,140958,BankTransfer,user32662@companymail.com,+221 236319581,1,16.486111853422074,-18.995627378706807
112,18392,49,731151.0,Dakar,Senegal,2022-03-06,2022-05-16,Unknown,Corporate,Travel,2,27361,100912,Cheque,user18392@yahoo.com,+221002489100,yes,14.22276594297879,-18.260118965410957
113,40535,28,250843.0,Thiès,Mali,2025-04-14,2024-10-19,male,Corporate,Transport,3,43886,100866,,user40535@yahoo.com,+221991881215,True,10.393981122711757,-15.38949821360861
114,88603,24,592853.0,Nouakchott,Mali,2023-08-31,2024-11-04,Unknown,Standard,Transport,4,46465,185860,Cash,user88603@yahoo.com,+221 522114758,False,15.274201274802518,-17.49418781119807
115,62256,25,1163053.0,Saint-Louis,Senegal,2025-03-14,2024-10-07,female,Corporate,Travel,2,19268,38536,Card,user62256@outlook.com,+221938940444,no,13.016173918331889,-11.67367117986679
116,99135,18,565194.0,Abidjan,Senegal,2022-03-17,2022-01-16,M,Standard,Transport,4,53824,215296,Cash,user99135@gmail.com,541975928,True,13.083893141819924,-15.318523761431944
117,45222,51,1348036.0,,Senegal,2024-03-05,2022-02-09,male,Standard	,Logistics,5,28879,144395,Card,user45222@outlook.com,326760047,yes,14.199184012863984,-15.513558515001714
118,87373,31,1511152.0,Saint-Louis,Senegal,2025-03-01,2023-03-01,,VIP	,Transport,5,27788,138940,Cash,user87373@outlook.com,+221927239623,0,13.703354054115174,-17.548513938195203
119,89575,30,383050.0,Bamako,Senegal,2024-04-27,2025-01-22,F,VIP,Transport,4,24300,97200,MobileMoney,user89575@outlook.com,+221383340688,yes,14.631486361791984,-14.77573596987118
120,94651,18,296214.0,Dakar,Senegal,2023-12-07,2022-10-16,MALE,Budget,Logistics,6,35671,214026,,user94651@example.com,+221523737385,no,14.53533889996559,-18.367823318404938
121,73335,18,,Dakar,Senegal,2023-09-03,2025-02-26,F,Standard,Logistics,2,58779,117558,Card,user73335companymail,+221916962079,no,10.948381814304737,-16.552866746401453
122,20965,53,181194.0,Dakar,Senegal,2024-06-02,2024-07-26,M,Standard,Transport,5,16524,82620,Cash,user20965@outlook.com,+221 969702104,no,17.740555977765666,-20.14887914101368
123,34538,39,329707.0,Ziguinchor,Mali,2024-02-22,2023-08-24,F,Standard,Logistics,50,10317,515850,Card,user34538@companymail.com,+221975988518,no,12.733246554102639,-14.281675823308223
124,80592,49,,Saint-Louis,Mali,2025-08-01,2025-05-06,MALE,Standard,Equipment,2,38222,76444,Cheque,user80592@gmail.com,+221 514132456,1,12.795203229739053,-16.528185908214624
125,18110,47,,Kaolack,Senegal,2023-01-27,2024-01-05,F,VIP,Logistics,5,41832,209160,Card,user18110@example.com,+221833699815,no,14.042893496419405,-11.45246080890637
126,89309,23,241477.0,Kaolack,Senegal,2022-04-20,2024-04-09,,Budget,Transport,4,35632,251655,BankTransfer,user89309@example.com,00221744705985,True,14.483330305261411,-10.223104848990724
127,37266,64,416951.0,Thiès,Cote dIvoire,2024-10-04,2023-10-22,,VIP,Logistics,3,42150,126450,BankTransfer,user37266companymail,+221390852395,1,17.617959633663677,-15.110041645700555
128,62992,58,265851.0,Bamako,Mali,2024-10-20,2023-12-14,F,Standard,Equipment,3,21425,64275,Cheque,user62992@companymail.com,+221 834421798,yes,15.238846904109801,-17.19472406637629
129,92948,28,327955.0,Abidjan,Cote dIvoire,2022-07-12,2023-11-01,M,Standard,Equipment,2,23662,47324,MobileMoney,user92948@outlook.com,+221848312040,no,,-20.238193536376706
130,16910,18,330911.0,Dakar,Senegal,2025-11-06,2024-03-25,female,Standard,Consulting,3,36487,113487,,user16910@gmail.com,061753,True,15.249072375166563,-14.685750590223526
131,10206,31,385570.0,Dakar,Mali,2024-02-04,2024-05-06,F,Standard,Transport,5,250000,1250000,BankTransfer,user10206@outlook.com,+221979223884,no,,-16.769146308314312
132,97054,38,,Bamako,Senegal,2025-07-05,2022-09-22,Unknown,Standard,Equipment,5,41728,208640,Cash,user97054@yahoo.com,577963358,no,15.319459006174016,-15.785895482536613
133,97897,28,276585.0,Saint-Louis,Senegal,2022-12-02,2024-01-10,F,NGO,Consulting,7,42286,296002,MobileMoney,user97897@yahoo.com,+221475008750,1,10.834531714862122,-12.210637837631268
134,33419,32,788264.0,Bamako,Senegal,2025-04-28,2024-07-05,F,Standard,Transport,2,22116,44232,Cheque,user33419@gmail.com,+221929211563,no,14.200163030320942,-19.87326986599004
135,60636,25,844749.0,Thiès,Senegal,2025-01-04,2024-05-08,Unknown,VIP,Transport,5,40069,200345,MobileMoney,user60636@outlook.com,+221635839394,no,17.024522221142313,-20.172912505444007
136,60015,46,196551.0,Saint-Louis,Senegal,2023-05-22,2023-04-27,F,Standard,Transport,1,20814,20814,Cheque,user60015@example.com,+221180447555,no,22.58466202161337,-18.10927781511204
137,64268,36,85926.0,Dakar,Senegal,2023-07-17,2025-09-29,F,Corporate,Consulting,3,56213,168639,MobileMoney,user64268@yahoo.com,00221029549041,yes,,-14.93639655074453
138,97939,46,851732.0,Thiès,Cote dIvoire,2022-01-02,2022-07-11,F,Standard,Transport,3,22857,68571,BankTransfer,user97939@yahoo.com,568477,no,15.546159920648705,-15.735398279356534
139,28141,50,215286.0,Bamako,Mauritania,2025-11-22,2025-10-08,F,VIP,Logistics,3,25442,76326,MobileMoney,user28141@companymail.com,228630,yes,13.557906844251317,-20.087065535087316
140,90356,18,511268.0,Saint-Louis,Senegal,2023-11-14,2023-06-11,male,Budget ,Travel,2,17323,34646,MobileMoney,user90356@gmail.com,+221952427499,no,18.795303807793697,-15.130341297892551
141,81910,26,175887.0,Abidjan,Senegal,2025-04-07,2025-04-22,Unknown,Standard,Equipment,4,250000,1000000,MobileMoney,user81910@gmail.com,00221782551974,no,11.992434478417037,-21.003638456679788
142,66044,28,980341.0,,Mali,2022-11-04,2024-05-19,F,Standard,Travel,6,35525,223790,BankTransfer,user66044@yahoo.com,772464517,False,15.949878980631759,-19.91322502304657
143,77214,66,,Kaolack,Mali,2024-07-21,2024-05-12,,VIP,Travel,2,53159,106318,BankTransfer,user77214@outlook.com,+221091385719,no,11.88557780099162,-17.746371951567568
144,43827,37,502166.0,Abidjan,Senegal,2024-10-14,2023-03-22,female,Standard,Transport,3,44317,132951,BankTransfer,user43827@outlook.com,+221039081621,0,14.062866663878335,-19.060293737925658
145,65820,45,425296.0,Thiès,Mauritania,2023-12-20,2023-03-08,F,Standard,Consulting,6,25511,153066,MobileMoney,user65820@yahoo.com,00221668265966,yes,14.631373338500381,-14.730421534047194
